currency, time
0.00000890200,00:03 
0.00000885200,00:18 
0.00000885200,00:33 
0.00000882200,00:48 
0.00000882000,01:04 
0.00000886000,01:19 
0.00000877000,01:34 
0.00000880700,01:49 
0.00000879800,02:04 
0.00000875700,02:19 
0.00000880500,02:34 
0.00000875200,02:49 
0.00000858500,03:05 
0.00000859600,03:20 
0.00000865600,03:35 
0.00000861800,03:50 
0.00000863800,04:05 
0.00000870000,04:20 
0.00000872300,04:35 
0.00000870000,04:50 
0.00000870200,05:06 
0.00000869500,05:21 
0.00000865500,05:36 
0.00000870500,05:51 
0.00000872300,06:06 
0.00000869300,06:21 
0.00000864100,06:36 
0.00000853200,06:52 
0.00000857200,07:07 
0.00000861100,07:22 
0.00000858100,07:37 
0.00000851300,07:52 
0.00000817400,08:07 
0.00000816100,08:22 
0.00000786400,08:37 
0.00000814600,08:53 
0.00000803800,09:08 
0.00000812600,09:23 
0.00000812800,09:38 
0.00000809000,09:53 
0.00000809600,10:08 
0.00000811700,10:23 
0.00000812600,10:38 
0.00000812500,10:54 
0.00000782800,11:09 
0.00000782600,11:24 
0.00000768500,11:39 
0.00000785700,11:54 
0.00000779800,12:09 
0.00000783600,12:24 
0.00000791700,12:39 
0.00000783300,12:54 
0.00000783200,13:10 
0.00000786000,13:25 
0.00000782000,13:40 
0.00000756300,13:55 
0.00000772600,14:10 
0.00000787500,14:25 
